id_subitem;cd_subitem;nome
255;0;SERVICOS DE ATENDIMENTO A SAUDE - MULTAS E JUROS - SERVICOS RADIOLOGICOS E LABORATORIAIS
256;0;SERVICOS DE ATENDIMENTO A SAUDE - MULTAS E JUROS - SERVICOS DE SAUDE PRESTADOS AO SIA/SUS
257;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS ESTADOS - PRINCIPAL - ATIVIDADES JUDICIARIAS
258;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS ESTADOS - PRINCIPAL - COMERCIO E SERVICOS
259;1;MINISTERIO DAS CIDADES/SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS
260;4;MINISTERIO DA INTEGRACAO NACIONAL/SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO
261;0;SERVICOS DE ATENDIMENTO A SAUDE - MULTAS E JUROS - COPARTICIPACAO DOS SEGURADOS
262;0;SERVICOS DE ATENDIMENTO A SAUDE - DIVIDA ATIVA - SERVICOS DE SAUDE PRESTADOS AO SIA/SUS
263;0;SERVICOS DE ATENDIMENTO A SAUDE - DIVIDA ATIVA - MULTAS E JUROS
264;1;COMPANHIA DE SANEAMENTO DO ESTADO DE MINAS GERAIS/POLICIA MILITAR DO ESTADO DE MINAS GERAIS
265;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS ESTADOS - PRINCIPAL - ASSISTENCIA SOCIAL
266;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS ESTADOS - PRINCIPAL - COMBATE A FOME
267;0;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS
268;0;OUTRAS RESTITUICOES - MULTAS E JUROS - CONTRIBUICAO DO SALARIO-EDUCACAO
269;0;OUTRAS RESTITUICOES - MULTAS E JUROS - PAR/FNDE - COBERTURA DE QUADRAS
270;0;OUTRAS RESTITUICOES - MULTAS E JUROS - PRONATEC/FNDE - ACESSO AO ENSINO TECNICO E EMPREGO
271;0;RESSARCIMENTOS
272;0;RESSARCIMENTO DE CUSTOS - PRINCIPAL
273;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL - DESPORTO E LAZER
274;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL - HABITACAO
275;0;RETORNO DE OPERACOES, JUROS E ENCARGOS FINANCEIROS - PRINCIPAL
276;0;TRANSFERENCIAS DE CONVENIO DOS MUNICIPIOS DESTINADAS A PROGRAMAS DE EDUCACAO
277;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS - PRINCIPAL - ATIVIDADES LEGISLATIVAS
278;0;REVERSAO DE GARANTIAS - PRINCIPAL
279;0;OUTROS RESSARCIMENTOS - PRINCIPAL - PAGAMENTO DIRETO SENTENCIADO
280;0;OUTROS RESSARCIMENTOS - DIVIDA ATIVA - PAGAMENTO FOLHA DE SENTENCIADO
281;0;OUTROS RESSARCIMENTOS - DIVIDA ATIVA - FORMACAO ACADEMICA NA AREA DE SAUDE
282;0;ALIENACAO DE BENS E MERCADORIAS APREENDIDOS - MULTAS E JUROS
283;2;DIVERSOS MUNICIPIOS/POLICIA CIVIL DO ESTADO DE MINAS GERAIS
284;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS - PRINCIPAL - COMBATE A FOME
285;0;RETORNO DE OPERACOES, JUROS E ENCARGOS FINANCEIROS - DIVIDA ATIVA - JUROS DE EMPRESTIMOS
286;0;RETORNO DE OPERACOES, JUROS E ENCARGOS FINANCEIROS - DIVIDA ATIVA - DEMAIS SERVICOS FINANCEIROS
287;0;OUTROS SERVICOS - DIVIDA ATIVA
288;1;DIVERSOS MUNICIPIOS/MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS
289;0;PREMIOS PRESCRITOS DE CONCURSOS DE PROGNOSTICOS - DIVIDA ATIVA - MULTAS E JUROS
290;0;APORTES PERIODICOS PARA AMORTIZACAO DE DEFICIT ATUARIAL DO RPPS
291;4;APORTES PERIODICOS PARA AMORTIZACAO DE DEFICIT ATUARIAL DO RPPS - PRINCIPAL - TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS
292;1;TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE - SUS - PRINCIPAL
293;1;TRANSFERENCIAS DE CONVENIOS DOS ESTADOS DESTINADAS A PROGRAMAS DE INFRAESTRUTURA EM TRANSPORTE - PRINCIPAL
294;3;COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL
295;3;COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS
296;3;EMPRESA DE TRANSPORTES E TRANSITO DE BELO HORIZONTE/POLICIA MILITAR DO ESTADO DE MINAS GERAIS
297;0;TRANSFERENCIA DE CONVENIOS DE INSTITUICOES PRIVADAS - PRINCIPAL
298;0;FINANCIADORA DE ESTUDOS E PROJETOS
299;1;COMPANHIA ENERGETICA DE MINAS GERAIS/FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS
300;2;COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS - PRINCIPAL - MUNICIPIOS
301;0;COTA-PARTE DO IMPOSTO SOBRE OPERACOES DE CREDITO, CAMBIO E SEGURO, OU RELATIVAS A TITULOS OU VALORES MOBILIARIOS - COMERCIALIZACAO DO OURO - PRINCIPAL
302;1;FINANCIADORA DE ESTUDOS E PROJETOS/FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS
303;0;VARIACAO CAMBIAL
304;0;VARIACAO CAMBIAL - PRINCIPAL
305;0;ONUS DE SUCUMBENCIA - PRINCIPAL - HONORARIOS DE ADVOGADOS
306;0;OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL - RECURSOS DE DEPOSITOS JUDICIAIS
307;0;OUTRAS TRANSFERENCIAS DA UNIAO - PRINCIPAL
308;1;TRANSFERENCIAS DOS ESTADOS, DISTRITO FEDERAL, E DE SUAS ENTIDADES
309;1;TRANSFERENCIAS DOS ESTADOS E DISTRITO FEDERAL A CONSORCIOS PUBLICOS
310;0;OUTRAS TRANSFERENCIAS DECORRENTES DE COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS NATURAIS
311;4;TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB - PRINC
312;0;OUTRAS RECEITAS - PRIMARIAS - MULTAS E JUROS - RENDAS DE LOTERIA INSTANTANEA
313;0;OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA
314;0;OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA - RENDAS DE LOTERIA INSTANTANEA
315;0;OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA - RENDAS DE LOTERIA ONLINE
316;0;OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA - PARTICIPACAO DO SERVIDOR DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS - ASSISTENCIA COMPLEMENTAR -
317;0;OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA - MULTAS E JUROS - RECURSOS DE DEPOSITOS JUDICIAIS
318;0;FUNDO NACIONAL DE SAUDE/FUNDO ESTADUAL DE SAUDE - ASSISTENCIA FARMACEUTICA - PRINCIPAL
319;1;FUNDO NACIONAL DE SAUDE/FUNDO ESTADUAL DE SAUDE - ASSISTENCIA FARMACEUTICA - PRINCIPAL - MEDICAMENTOS BASICOS
320;0;FUNDO NACIONAL DE SAUDE/FUNDO ESTADUAL DE SAUDE - ATENCAO BASICA - PRINCIPAL
321;2;FUNDO NACIONAL DE SAUDE/FUNDO ESTADUAL DE SAUDE - GESTAO DO SUS - PRINCIPAL - CAPACITACAO DE PROFISSIONAIS DE NIVEL MEDIO PARA A SAUDE
322;0;OUTRAS RECEITAS - FINANCEIRAS
323;0;OUTRAS RECEITAS - FINANCEIRAS - MULTAS E JUROS
324;0;TITULOS DA DIVIDA AGRARIA - TDA
325;0;OPERACOES DE CREDITO CONTRATUAIS - MERCADO INTERNO - PRINCIPAL
326;0;TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS DESTINADAS A PROGRAMAS DE EDUCACAO
327;0;TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS DESTINADAS A PROGRAMAS DE EDUCACAO - PRINCIPAL
328;0;FUNDO NACIONAL DE ASSISTENCIA SOCIAL/FUNDO ESTADUAL DE ASSISTENCIA SOCIAL - PRINCIPAL
329;0;TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE - PRINCIPAL
330;0;OUTRAS TRANSFERENCIAS MULTIGOVERNAMENTAIS
331;0;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL
332;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - DIVIDA ATIVA - MULTAS E JUROS - COMERCIALIZACAO DE PRODUTOS, DADOS E MATERIAIS DE INFORMATICA
333;3;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - DIVIDA ATIVA - MULTAS E JUROS - SERVICOS ESPECIAIS - POLICIA CIVIL DO ESTADO DE MINAS GERAIS - GESTAO D
334;0;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE - PRINCIPAL - PROGRAMA CIDADAO NOTA DEZ
335;3;MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL - LEGISLACAO DE TRANSITO - COTA PARTE DO FUNDO NACIONAL DE SEGURANCA E EDUCACAO NO TRANSITO
336;1;CAIXA ECONOMICA FEDERAL - PROGRAMA DE ACELERACAO DO CRESCIMENTO - PAC - PREVENCAO DE AREAS DE RISCO - MURIAE
337;2;CAIXA ECONOMICA FEDERAL - PROGRAMA DE ACELERACAO DO CRESCIMENTO - PAC - PREVENCAO DE AREAS DE RISCO - CONTAGEM
338;1;BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL - PROGRAMA DE ACELERACAO DO CRESCIMENTO - PAC - METRO DA RMBH
339;4;OPERACOES DE CREDITO CONTRATUAIS - MERCADO EXTERNO - PRINCIPAL
340;4;OPERACAO DE CREDITO EXTERNAS - ESTADOS/DF/MUNICIPIOS
341;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - DIVIDA ATIVA - MULTAS E JUROS - RECREATIVOS E CULTURAIS
342;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - DIVIDA ATIVA - MULTAS E JUROS - CADASTRAMENTO DE FORNECEDORES
343;0;TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96 - PRINCIPAL
344;3;TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96 - PRINCIPAL - FUNDEB
345;3;TRANSFERENCIAS DA UNIAO A CONSORCIOS PUBLICOS - PRINCIPAL
346;0;MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA
347;1;MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA - CESSAO DE DIREITOS CREDITORIOS - LEI 19.
348;999;MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA - OUTROS
349;0;MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - INOBSERVANCIA DE LEGISLACAO SOBRE CRIACAO DE CAES
350;4;OPERACOES DE CREDITO EXTERNAS PARA PROGRAMAS DE SANEAMENTO
351;4;OPERACOES DE CREDITO EXTERNAS PARA PROGRAMAS DE MODERNIZACAO DA ADMINISTRACAO PUBLICA - PRINCIPAL
352;0;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - DIVIDA ATIVA - MULTAS E JUROS
353;0;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO
354;0;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO - PRINCIPAL - DEMAIS
355;1;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO/UNIVERSIDADE ESTADUAL DE MONTES CLAROS
356;0;MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - MULTAS E JUROS - INOBSERVANCIA DE LEGISLACAO SOBRE CRIACAO DE CAES
357;0;ALIENACAO DE ESTOQUES DE CAFE - FUNCAFE - DIVIDA ATIVA
358;0;ALIENACAO DE BENS MOVEIS E SEMOVENTES
359;3;ALIENACAO DE BENS MOVEIS E SEMOVENTES - PRINCIPAL - ATIVOS - RESGATE DE LETRAS FINANCEIRAS DO TESOURO
360;0;ALIENACAO DE BENS MOVEIS E SEMOVENTES - PRINCIPAL - DIREITOS CREDITORIOS - LEI 19.266/2010
361;0;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO - MULTAS E JUROS - METROLOGIA
362;0;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO - DIVIDA ATIVA - MULTAS E JUROS - ANALISE E CONTROLE DE PRODUTOS SUJEITOS A NORMAS DE VIGILANCIA SAN
363;0;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO - DIVIDA ATIVA - MULTAS E JUROS - PRODUTOS E SERVICOS
364;0;MULTAS PREVISTAS NA LEGISLACAO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRINCIPAL
365;0;MULTAS JUDICIAIS POR DANOS AMBIENTAIS - PRINCIPAL
366;0;ALIENACAO DE BENS IMOVEIS - PRINCIPAL
367;0;AMORTIZACAO DE EMPRESTIMOS
368;0;AMORTIZACAO DE EMPRESTIMOS - ESTADOS E MUNICIPIOS
369;0;AMORTIZACAO DE EMPRESTIMOS - PROGRAMA DAS OPERACOES OFICIAIS DE CREDITO
370;0;SERVICOS DE INFORMACAO E TECNOLOGIA - PRINCIPAL - PROCESSAMENTO DE DADOS
371;0;SERVICOS DE INFORMACAO E TECNOLOGIA - DIVIDA ATIVA
372;0;SERVICOS DE INFORMACAO E TECNOLOGIA - DIVIDA ATIVA - MULTAS E JUROS - PROCESSAMENTO DE DADOS
373;1;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA/CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
374;0;MULTAS PREVISTAS NA LEGISLACAO SOBRE REGIME DE PREVIDENCIA PRIVADA COMPLEMENTAR
375;0;AMORTIZACAO DE FINANCIAMENTOS
376;0;SERVICOS DE TRANSPORTE - PRINCIPAL - HIDROVIARIO
377;0;SERVICOS DE TRANSPORTE - PRINCIPAL - AEREO
378;0;SERVICOS DE TRANSPORTE - PRINCIPAL - DEMAIS
379;0;TRANSFERENCIA DE RECURSOS FUNDO A FUNDO DO DEPEN - PRINCIPAL
380;0;INDENIZACOES
381;0;OUTRAS INDENIZACOES
382;0;INDENIZACOES POR DANOS CA
383;0;TAXA DE ENSINO SUPLETIVO - PRINCIPAL
384;0;OUTRAS RESTITUICOES - PRI
385;0;IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - DIVIDA ATIVA - MULTAS E JUROS
386;0;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI
387;0;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI- BEBIDAS - MULTAS E JUROS
388;0;TAXA DE SEGURANCA PUBLICA - MULTAS E JUROS
389;3;TAXA DE SEGURANCA PUBLICA - MULTAS E JUROS - POLICIA MILITAR DO ESTADO DE MINAS GERAIS
390;6;TAXA DE SEGURANCA PUBLICA - DIVIDA ATIVA - TAXA PELA ANALISE DE PROJETOS OU MODIFICACAO EM PROJETO APROVADO - CORPO DE BOMBEIROS MILITAR DO ESTADO DE
391;0;TAXA DE FISCALIZACAO SOBRE SERVICOS PUBLICOS DE ABASTECIMENTO DE AGUA E SANEAMENTO - DIVIDA ATIVA
392;4;TAXA DE SEGURANCA PUBLICA - DIVIDA ATIVA - MULTAS E JUROS - TAXA DE RENOVACAO DE LICENCIAMENTO ANUAL DE VEICULO
393;0;TAXA DE FISCALIZACAO DE INSTALACAO - TFI
394;0;TAXA DE FISCALIZACAO DE FUNCIONAMENTO - TFF - PRINCIPAL
395;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL - PRINCIPAL
396;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL - DIVIDA ATIVA
397;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL - DIVIDA ATIVA - MULTAS E JUROS
398;0;TAXA FLORESTAL - DIVIDA ATIVA - MULTAS E JUROS
399;0;TAXA DE EXPEDIENTE - PRINCIPAL
400;4;TAXA DE EXPEDIENTE - PRINCIPAL - ATOS DA SECRETARIA DE ESTADO DE SAUDE
401;0;TAXA DE GERENCIAMENTO OPERACIONAL - PRINCIPAL - DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
1;9;COMPANHIA BRASILEIRA DE
2;0;TAXA DE ENSINO SUPLETIVO - DIVIDA ATIVA - M
3;0;IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - MULTAS E JUROS
4;0;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - FUMO - PRINCIPAL
5;0;TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - MULTAS E JUROS
6;1;TAXA DE SEGURANCA PUBLICA - MULTAS E JUROS - POLICIA CIVIL DO ESTADO DE MINAS GERAIS
7;5;TAXA DE SEGURANCA PUBLICA - MULTAS E JUROS - TAXA DE INCENDIO - CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
8;6;TAXA DE SEGURANCA PUBLICA - MULTAS E JUROS - TAXA PELA ANALISE DE PROJETOS OU MODIFICACAO EM PROJETO APROVADO - CORPO DE BOMBEIROS MILITAR DO ESTADO D
9;0;TAXA DE FISCALIZACAO JUDICIARIA - DIVIDA ATIVA - MULTAS E JUROS
10;0;TAXA DE FISCALIZACAO DE INSTALACAO - TFI - DIVIDA ATIVA
11;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL
12;0;TAXA FLORESTAL - PRINCIPAL
13;0;TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS - MULTAS E JUROS
14;0;TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS - DIVIDA ATIVA - MULTAS E JUROS
15;0;TAXA DE CONTROLE E FISCALIZACAO DA PESCA E AQUICULTURA - MULTAS E JUROS
16;2;TAXA DE EXPEDIENTE - PRINCIPAL - ATOS DA SECRETARIA DE ESTADO DA FAZENDA
17;0;RECEITA JUDICIARIA - PRINCIPAL - JUIZADO ESPECIAL
18;0;TAXA DE GERENCIAMENTO DO SISTEMA TRANSPORTE RODOVIARIO INTERMUNICIPAL - PRINCIPAL - DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MIN
19;0;RECEITA JUDICIARIA - MULTAS E JUROS - JUIZADO ESPECIAL
20;0;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - AUTOMOVEIS - DIVIDA ATIVA - MULTAS E JUROS
21;0;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - VINCULADOS A IMPORTACAO
22;0;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - VINCULADOS A IMPORTACAO - DIVIDA ATIVA
23;0;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - OUTROS PRODUTOS - DIVIDA ATIVA - MULTAS E JUROS
24;0;IMPOSTO SOBRE OPERACOES FINANCEIRAS - IOF - OURO
25;0;IMPOSTO SOBRE OPERACOES FINANCEIRAS - IOF - DEMAIS OPERACOES - MULTAS E JUROS
26;0;IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL
27;0;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - MULTAS E JUROS
28;0;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - DIVIDA ATIVA - MULTAS E JUROS
29;0;"IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA"
30;0;"IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA - MULTAS E JUROS - COTA PARTE DO ESTADO PARA O FUNDEB"
31;0;ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA - PRINCIPAL
32;0;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA
33;0;OUTROS IMPOSTOS
34;0;OUTROS IMPOSTOS - MULTAS E JUROS - ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA - FUNDO DE ERRADICACAO DA MISERIA
35;0;OUTROS IMPOSTOS - DIVIDA ATIVA - MULTAS E JUROS - ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA - FUNDO DE ERRADICACAO DA MISERIA
36;0;TAXA DE FISCALIZACAO JUDICIARIA - PRINCIPAL
37;0;IMPOSTOS SOBRE O COMERCIO EXTERIOR
38;0;IMPOSTO SOBRE A IMPORTACAO - MULTAS E JUROS
39;0;IMPOSTO SOBRE A EXPORTACAO - PRINCIPAL
40;0;IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - MUNICIPIOS NAO-CONVENIADOS - PRINCIPAL
41;5;RECEITA INTRAORCAMENTARIA - TAXA DE SEGURANCA PUBLICA - PRINCIPAL - TAXA DE INCENDIO - CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
42;7;RECEITA INTRAORCAMENTARIA - APORTES PERIODICOS PARA AMORTIZACAO DE DEFICIT ATUARIAL DO RPPS - PRINCIPAL - DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS
43;7;RECEITA INTRAORCAMENTARIA - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL
44;0;DEDUCAO DAS RECEITAS - IMPOSTOS ESPECIFICOS DE ESTADOS/DF MUNICIPIOS
45;0;DEDUCAO DAS RECEITAS - IMPOSTOS SOBRE O PATRIMONIO PARA ESTADOS/DF/MUNICIPIOS
46;0;"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS"
47;0;"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - PRINCIPAL - COTA PARTE DO ESTADO PARA O FUNDEB"
48;0;"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA - MULTAS E JUROS - COTA PARTE DO ESTADO PAR"
49;2;DEDUCAO DAS RECEITAS - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTE
50;0;RECEITA INTRAORCAMENTARIA - CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL - DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS
51;0;RECEITA INTRAORCAMENTARIA - CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL - DEMAIS
52;7;RECEITA INTRAORCAMENTARIA - OUTRAS CONTRIBUICOES SOCIAIS - PRINCIPAL - CONTRIBUICAO PATRONAL DO CIVIL PARA A SAUDE - USUARIO FACULTATIVO
53;3;RECEITA INTRAORCAMENTARIA - ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO
54;3;RECEITA INTRAORCAMENTARIA - ALUGUEIS E ARRENDAMENTOS
55;0;RECEITA INTRAORCAMENTARIA - RECEITA AGROPECUARIA - DIVIDA ATIVA
56;3;RECEITA INTRAORCAMENTARIA - RECEITA INDUSTRIAL - PRINCIPAL - RECEITA DA INDUSTRIA DE TRANSFORMACAO - INDUSTRIA DE PRODUTOS FARMACEUTICOS E VETERINARIO
57;0;RECEITA INTRAORCAMENTARIA - RECEITA INDUSTRIAL - PRINCIPAL - RECEITA DA INDUSTRIA EDITORIAL E GRAFICA
58;0;RECEITA INTRAORCAMENTARIA - SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO
59;0;RECEITA INTRAORCAMENTARIA - OUTROS SERVICOS
60;0;RECEITA INTRAORCAMENTARIA - OUTRAS TRANSFERENCIAS DOS ESTADOS
61;0;TRANSFERENCIAS DE INSTITUICOES PRIVADAS - PRINCIPAL - DEMAIS
62;1;FEDERACAO NACIONAL DAS EMPRESAS DE SEGUROS PRIVADOS, DE CAPITALIZACAO/POLICIA CIVIL DO ESTADO DE MINAS GERAIS
63;1;TRANSFERENCIAS DE OUTRAS INSTITUICOES PUBLICAS
64;1;TRANSFERENCIAS DE OUTRAS INSTITUICOES PUBLICAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS
