id_origem,cd_origem,id_categoria_economica,categoria_economica,nome
46,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEF - FPE
47,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEF - TRANSFERENCIAS DA UNIAO
48,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEF -IPI EXPORTACAO
49,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - ICMS - DESONERCAO - LEI C OMPLEMENTAR 87/96
50,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEF - ICMS - DESONERCAO - LEI COMPLEMENTAR 87/96
51,7,9,DEDUCOES DA RECEITA CORRENTE,TRANSFERENCIAS CORRENTES
52,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA DA COTA-PARTE DO ESTADO - DIVIDA ATIVA TRIBUTARIA DO ICMS - CESSAO DE DIREITOS CREDITORIOS - LEI 19266/2010
53,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA DA COTA-PARTE DO ESTADO - MULTAS DO ICMS - CESSAO DE DIREITOS CREDITORIOS - LEI 19266/2010
54,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA DA COTA-PARTE DOS MUNICIPIOS - DIVIDA ATIVA TRIBUTARIA DO ICMS
55,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA DA COTA-PARTE DOS MUNICIPIOS - DIVIDA ATIVA TRIBUTARIA DO IPVA
56,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA DA COTA-PARTE DOS MUNICIPIOS - MULTAS ICMS
57,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA DA COTA-PARTE DOS MUNICIPIOS - MULTAS IPVA
58,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA DA MULTA ISOLADA POR INFRACAO OBRIGATORIA ACESSORIA - CESSAO DE DIREITOS CREDITORIOS - LEI 19266/2010
59,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA DA RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS RECEITAS - CESSAO DE DIREITOS CREDITORIOS - LEI 19266/2010
60,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - COTA-PARTE DO ESTADO PARA O FUNDEB - MULTAS E JUROS DE MORA SOBRE A DIVIDA ATIVA DO IPVA
61,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - COTA-PARTE DO ESTADO PARA O FUNDEB - MULTAS E JUROS DE MORA SOBRE A DIVIDA ATIVA DO ITCD
62,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - DIVIDA ATIVA DO IPVA
63,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - DIVIDA ATIVA DO ITCD
64,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - DIVIDA ATIVA TRIBUTARIA DO ITCD
65,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - MULTA E JUROS DE MORA DA DIVIDA ATIVA DO ICMS
66,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - MULTAS DO ICMS
67,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - MULTAS DO IPVA
68,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - MULTAS DO ITCD
69,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - MULTAS E JUROS DE MORA DA DIVIDA ATIVA DO IPVA
70,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEB - MULTAS E JUROS DE MORA DA DIVIDA ATIVA DO ITCD
71,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEF - DIVIDA ATIVA NAO TRIBUTARIA ICMS
72,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DA RECEITA PARA FORMACAO DO FUNDEF - MULTAS DO ICMS
73,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - DIVIDA ATIVA DO ICMS
74,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - DIVIDA ATIVA TRIBUTARIA ICMS
75,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEF - DIVIDA ATIVA TRIBUTARIA ICMS
142,7,9,DEDUCAO DAS RECEITAS,DEDUC?O DAS RECEITAS - TRANSFERENCIAS CORRENTES
143,9,9,DEDUCAO DAS RECEITAS,DEDUC?O DAS RECEITAS - OUTRAS RECEITAS CORRENTES
144,1,9,DEDUCAO DAS RECEITAS,"DEDUC?O DAS RECEITAS - IMPOSTOS, TAXAS E CONTRIBUIC?ES DE MELHORIA"
145,3,9,DEDUCAO DAS RECEITAS,DEDUC?O DAS RECEITAS - RECEITA PATRIMONIAL
76,1,7,RECEITA INTRAORCAMENTARIA,"RECEITA INTRAORCAMENTARIA - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA"
77,0,9,DEDUCAO DAS RECEITAS,DEDUCAO DAS RECEITAS
78,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - PRINCIPAL
79,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - DIVIDA ATIVA
80,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS"
81,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - PRINCIPAL - COTA PARTE DO ESTADO PARA O FUNDEB"
82,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - MULTAS E JUROS"
83,0,0,SEM INFORMACAO,SEM INFORMACAO
84,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS - PRINCIPAL
85,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96
86,9,7,RECEITA INTRAORCAMENTARIA,RECEITA INTRAORCAMENTARIA - OUTRAS RECEITAS CORRENTES
87,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES
88,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - DIVIDA ATIVA - MULTAS E JUROS
89,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA
90,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - PARTICIPACAO NA RECEITA DA UNIAO
91,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - PRINCIPAL - COTA PARTE DO ESTADO PARA O FUNDEB
92,7,7,RECEITA INTRAORCAMENTARIA,RECEITA INTRAORCAMENTARIA - TRANSFERENCIAS CORRENTES
93,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA - CESSAO DE DIREITO
94,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - JUROS E CORRECOES MONETARIAS
95,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL - PRINCIPAL - FUNDEB
96,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96 - PRINCIPAL
97,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - PRINCIPAL"
98,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA"
99,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA - COTA PARTE DO ESTADO PARA O FUNDEB"
100,3,7,RECEITA INTRAORCAMENTARIA,RECEITA INTRAORCAMENTARIA - RECEITA PATRIMONIAL
101,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA
102,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA
103,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA
104,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS - PRINCIPAL - FUNDEB
105,9,2,RECEITAS DE CAPITAL,OUTRAS RECEITAS DE CAPITAL
106,9,9,DEDUCAO DAS RECEITAS,SEM DESCRICAO
107,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTOS SOBRE O PATRIMONIO PARA ESTADOS/DF/MUNICIPIOS
108,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA - MULTAS E JUROS"
109,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTOS SOBRE A PRODUCAO, CIRCULACAO DE MERCADORIAS E SERVICOS"
110,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS
111,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - OUTROS VALORES MOBILIARIOS - PRINCIPAL - TITULOS DE RESPONSABILIDADE DO GOVERNO FEDERAL
112,2,7,RECEITA INTRAORCAMENTARIA,RECEITA INTRAORCAMENTARIA - CONTRIBUICOES
113,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - MULTAS E JUROS
114,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - DIVIDA ATIVA - COTA PARTE DO ESTADO PARA O FUNDEB
115,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - VALORES MOBILIARIOS
116,5,7,RECEITA INTRAORCAMENTARIA,RECEITA INTRAORCAMENTARIA - RECEITA INDUSTRIAL
117,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL - RENDA VARIAVEL
118,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - OUTROS VALORES MOBILIARIOS
119,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - OUTROS VALORES MOBILIARIOS - PRINCIPAL
120,1,1,RECEITAS CORRENTES,"IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA"
121,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - MULTAS E JUROS - COTA PARTE DO ESTADO PARA O FUNDEB
122,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - DIVIDA ATIVA - MULTAS E JUROS - COTA PARTE DO ESTADO PARA O FUNDEB
123,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA - MULTAS E JUROS - COTA PARTE DO ESTADO PAR"
124,4,7,RECEITA INTRAORCAMENTARIA,RECEITA INTRAORCAMENTARIA - RECEITA AGROPECUARIA
125,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA - CESSAO DE DIREITOS C
126,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - OUTROS VALORES MOBILIARIOS - PRINCIPAL - TITULOS DE RESPONSABILIDADE DO GOVERNO FEDERAL - VINCULADO AO RPPS
127,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL
128,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL - PRINCIPAL
129,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS
130,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96 - PRINCIPAL - FUNDEB
131,9,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS"
132,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTOS ESPECIFICOS DE ESTADOS/DF MUNICIPIOS
133,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - MULTAS E JUROS - COTA PARTE DO ESTADO PARA O FUNDEB"
134,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTE
135,6,7,RECEITA INTRAORCAMENTARIA,RECEITA INTRAORCAMENTARIA - RECEITA DE SERVICOS
136,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL
137,2,1,RECEITAS CORRENTES,CONTRIBUICOES
138,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL
139,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL - RENDA FIXA
140,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - TRANSFERENCIAS DA UNIAO - ESPECIFICA E/M
141,6,1,RECEITAS CORRENTES,RECEITA DE SERVICOS
146,0,0,DEDUCAO DAS RECEITAS,DEDUC?O DAS RECEITAS - OUTRAS RECEITAS CORRENTES
147,9,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - OUTRAS RECEITAS CORRENTES
148,1,9,DEDUCOES DA RECEITA CORRENTE,"DEDUCAO DAS RECEITAS - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA"
149,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES
150,3,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - RECEITA PATRIMONIAL
151,7,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - TRANSFERENCIAS CORRENTES
152,1,9,DEDUCOES DA RECEITA CORRENTE,DEDUCAO DAS RECEITAS - IMPOSTOS
